page_title,subsection_title,text
7.营业收入-国际化会员,7.2指标口径/计算规则,国际化新会员流水：历史上没有订单的用户（首次成为会员），或者历史上有订单，但是在会员过期180之后（不含180）又购买会员的用户（过期180天后再次成为会员），日：当日统计新会员续费单流水，月：当月统计新会员续费单流水汇总。
7.营业收入-国际化会员,7.2指标口径/计算规则,国际化新会员流水_月卡：新会员卡种分类的月卡流水，日：当日统计新会员月卡流水，月：当月统计新会员月卡流水汇总。
7.营业收入-国际化会员,7.2指标口径/计算规则,国际化新会员流水_年卡：新会员卡种分类的年卡流水，日：当日统计新会员年卡流水，月：当月统计新会员年卡流水汇总。
7.营业收入-国际化会员,7.2指标口径/计算规则,国际化新会员流水_其他卡(周卡)：新会员卡种分类的其他卡流水，日： 当日新会员卡种分类的其他卡流水，月：当月新会员卡种分类的其他卡流水汇总。
7.营业收入-国际化会员,7.2指标口径/计算规则,国际化会员DAU：DAU不含后台刷新，日：当日国际市场内，计算会员的DAU，月：当月国际市场内，计算会员的DAU均值。
7.营业收入-国际化会员,7.2指标口径/计算规则,"国际化短时降雨曝光UV：国际市场中，短时降雨相关内容被曝光的独立用户数（UV）,日：当日国际市场内，短时降雨相关内容的曝光独立用户总数，月：当月国际市场内，短时降雨相关内容的曝光独立用户总数汇总。"
7.营业收入-国际化会员,7.2指标口径/计算规则,国际化支付弹窗曝光UV：国际市场中，支付弹窗被曝光的独立用户数（UV），日：当日国际市场内，支付弹窗的曝光独立用户总数，月：当月国际市场内，支付弹窗的曝光独立用户总数汇总。
7.营业收入-国际化会员,7.2指标口径/计算规则,国际化弹框按钮点击UV：国际市场中，弹框按钮被点击的独立用户数（UV），日：当日国际市场内，弹框按钮被点击的独立用户总数，月：当月国际市场内，弹框按钮被点击的独立用户总数汇总。
7.营业收入-国际化会员,7.2指标口径/计算规则,国际化会员购买成功UV：国际市场中，因短时降雨场景触发会员购买成功的独立用户数（UV），日：当日国际市场内，短时降雨场景下会员购买成功的独立用户总数，月：当月国际市场内，短时降雨场景下会员购买成功的独立用户总数汇总。
7.营业收入-国际化会员,7.2指标口径/计算规则,开屏引导功能介绍页1曝光人数-均值：统计周期内（按日取均值），用户触发开屏后，“功能介绍页 1” 向用户展示时的曝光覆盖人数，日：当日在开屏场景下，“功能介绍页 1” 被用户看到的人数，取统计周期内的日平均值，月：当月在开屏场景下，“功能介绍页 1” 被用户看到的人数，取统计周期内的日平均值。
7.营业收入-国际化会员,7.2指标口径/计算规则,开屏引导功能介绍页2曝光人数-均值：统计周期内（按日取均值），用户触发开屏后，“功能介绍页 2” 向用户展示时的曝光覆盖人数，日：当日在开屏场景下，“功能介绍页 2” 被用户看到的人数，取统计周期内的日平均值，月：当月在开屏场景下，“功能介绍页 2” 被用户看到的人数，取统计周期内的日平均值。
7.营业收入-国际化会员,7.2指标口径/计算规则,开屏引导会员促销页曝光人数-均值：统计周期内（按日取均值），用户触发开屏后，“会员促销页” 向用户展示时的曝光覆盖人数，日：当日在开屏场景下，“会员促销页” 被用户看到的人数，取统计周期内的日平均值，月：当月在开屏场景下，“会员促销页” 被用户看到的人数，取统计周期内的日平均值。
7.营业收入-国际化会员,7.2指标口径/计算规则,开屏引导会员购买按钮点击人数-均值：统计周期内（按日取均值），用户在开屏引导流程中，点击 “会员购买按钮” 的人数，日：当日在开屏场景下，用户点击 “会员购买按钮” 的人数，取统计周期内的日平均值，月：当月在开屏场景下，用户点击 “会员购买按钮” 的人数，取统计周期内的日平均值。
8.净利润,8.2指标口径/计算规则,日维度数据步骤：
8.净利润,8.2指标口径/计算规则,第一步： FineDataLink任务每日17:31、18:35定时取数到sdm库表，涉及内容项目：品牌收入、效果收入、会员收入、效果极速版收入、推广费、品牌收入明细、效果收入明细、效果广告明细、效果广告汇总、国际化会员流水、国际化广告收入、国内会员日分摊营收、国际会员日分摊营收；任务成功完成后会推送消息到钉钉群通知专人进行净利润日报的填报；
8.净利润,8.2指标口径/计算规则,第二步：财务专人在【财务指标-净利润-日报】补充录入其他项目数据后点击“提交”将数据存储到app层的库表，用于看板页面的展示。
8.净利润,8.2指标口径/计算规则,第三步：财务日报明细导出数据。
8.净利润,8.2指标口径/计算规则,月维度数据：
8.净利润,8.2指标口径/计算规则,因净利润日报对应的月度是上月最后一天至本月的倒数第二天，需在结完账后选择本月倒数第二天进行实际数的提交，例如：结账月份是10月，选择10月30号，提交即可。
9.M-ROE,9.2指标口径/计算规则,数据流转步骤：
9.M-ROE,9.2指标口径/计算规则,1、广告、会员、TOB的月度残余用户总资产在【财务指标-M-ROE-残余用户总资产】填报录入；数据存储于idm_ar_indicators_i_m M-ROE填报分项指标表；
9.M-ROE,9.2指标口径/计算规则,2、FDL定时读取数据中台的月度资产负债表中资产合计、负债合计数据，月度利润表的净利润本年累计金额；
9.M-ROE,9.2指标口径/计算规则,3、M-ROE页面实时读取视图数据v_app_ar_indicators_m；
10.负反馈率,10.2指标口径/计算规则,国内&国际二级/三级标签负反馈率：日：国内&国际当日的反馈数量除以当日的日活跃用户数，月：国内&国际当月的反馈数量除以当月的日活跃用户数（日均）。
10.负反馈率,10.2指标口径/计算规则,国内&国际总负反馈率：日：国内&国际当日的反馈数量除以当日的日活跃用户数（去除双记【同一条反馈记录被分别记录到不同的反馈标签，汇总的时候只保留一条记录】），月：国内&国际当月的反馈数量除以当月的日活跃用户数（日均）（去除双记【同一条反馈记录被分别记录到不同的反馈标签，汇总的时候只保留一条记录】）。
10.负反馈率,10.2指标口径/计算规则,国内气象负反馈和广告负反馈拆分：气象负反馈是填报表，广告负反馈直接从系统获取。
11.CLV,11.2指标口径/计算规则,ClV：国内&国际CLV：日：国内&国际各渠道厂商的（LTV-CAC）* 新增用户数，月：国内&国际各渠道厂商的（月均LTV-CAC）* 新增用户数。
11.CLV,11.2指标口径/计算规则,新增用户：国内&国际新增用户：日：国内&国际每天新增的用户数，月：国内&国际每月新增的用户数。
11.CLV,11.2指标口径/计算规则,留存率：国内&国际留存率：国内&国际的活跃用户在次日仍启动该App的用户数占比。
12.CLV-国内,12.2指标口径/计算规则,总CLV
12.CLV-国内,12.2指标口径/计算规则,日：当日所有渠道CLV总和，月：当月所有渠道CLV总和。
12.CLV-国内,12.2指标口径/计算规则,新增用户
12.CLV-国内,12.2指标口径/计算规则,日：当日该渠道的新增用户人数，月：当月该渠道的新增用户人数。
12.CLV-国内,12.2指标口径/计算规则,消耗
12.CLV-国内,12.2指标口径/计算规则,日：当日新增用户花费的金额，月：当月新增用户花费的金额。
12.CLV-国内,12.2指标口径/计算规则,CAC：用户获取成本，计算公式：日：当日消耗/当日新增用户，月：当月消耗/当月新增用户。
12.CLV-国内,12.2指标口径/计算规则,广告ARPU：单用户平均收入，计算公式：日：收入/广告当日新增用户，月：日均广告ARPU，当月广告ARPU汇总/天数，计算日均值。
12.CLV-国内,12.2指标口径/计算规则,LTV：单个用户从注册到流失为墨迹天气贡献的总收入，计算公式：日：当日单个用户总收入，月：日均LTV，当月LTV汇总/天数，计算日均值。
12.CLV-国内,12.2指标口径/计算规则,广告LT：用户生命周期，计算公式：日：当日LTV /当日广告ARPU，月：日均LTV /日均广告ARPU。
12.CLV-国内,12.2指标口径/计算规则,单渠道CLV：单渠道的客户终身价值，日：当日新增用户*（当日LTV -当日CAC），月：当月新增用户*（日均LTV -当月CAC）。
13.CLV-国际,13.2指标口径/计算规则,国际总CLV=国际手机厂商CLV+国际新媒体CLV，日：当日所有渠道CLV总和，月：当月所有渠道CLV总和。
13.CLV-国际,13.2指标口径/计算规则,CLV：国际分端-国家的客户终身价值，日：当日新增用户*（当日LTV-CAC），月：按日汇总。
13.CLV-国际,13.2指标口径/计算规则,新增用户：首次使用或注册的国际用户数量，日：当日新增的用户数量，月：按日汇总。
13.CLV-国际,13.2指标口径/计算规则,LTV：国际用户生命周期价值，单个用户从注册到流失为墨迹天气贡献的总收入，日：会员LTV+广告LTV，月：月平均会员LTV+月平均广告LTV。
13.CLV-国际,13.2指标口径/计算规则,CAC：国际用户获取成本，日：当日消耗/当日新增用户，月：当月消耗/当月新增用户。
13.CLV-国际,13.2指标口径/计算规则,消耗：新增国际用户花费的金额，日：当日消耗汇总，月：当月消耗汇总。
13.CLV-国际,13.2指标口径/计算规则,会员LTV：国际用户的会员生命周期价值，日：当日会员LT*当日会员ARPU，月：月平均会员LTV。
13.CLV-国际,13.2指标口径/计算规则,广告LTV：国际市场中广告业务的用户生命周期价值，日：当日广告LT*广告ARPU，月：月平均广告LTV。
13.CLV-国际,13.2指标口径/计算规则,会员LT：统计国际市场中会员用户从首次接触产品到彻底流失的日均时长，日:固定值1.94，月：固定值1.94。
13.CLV-国际,13.2指标口径/计算规则,会员ARPU：单用户平均会员收入，日：当日会员流水/当日新增用户数，月：当月会员流水/当月新增用户数。
13.CLV-国际,13.2指标口径/计算规则,广告LT：统计国际市场中广告业务用户从首次接触产品到彻底流失的日均时长，日：当日LT汇总，月：月平均广告LTV。
13.CLV-国际,13.2指标口径/计算规则,广告ARPU：单用户平均广告收入，日：当日广告收入/当日DAU（剔除三天新用户），月：当月广告收入汇总/当月DAU（剔除三天新用户）汇总。
13.CLV-国际,13.2指标口径/计算规则,会员流水：统计国际市场当日新增用户产生的会员收入总和，日：当日会员流水汇总，月：当月会员流水汇总。
13.CLV-国际,13.2指标口径/计算规则,广告收入：国际市场当日新增用户产生的广告收入总和，日：当日广告收入汇总，月：当月广告收入汇总。
13.CLV-国际,13.2指标口径/计算规则,DAU（踢出三天新增用户）：国际市场当日排除注册时间≤3 天的新用户后，活跃的独立用户数，日：当日DAU汇总，月：当月DAU汇总。
13.CLV-国际,13.2指标口径/计算规则,会员ROI：会员业务的投资回报率，日：当日会员LTV/当日CAC，月：当月平均会员LTV/当月CAC。
13.CLV-国际,13.2指标口径/计算规则,广告ROI：广告业务的投资回报率，日：当日广告LTV/当日CAC，月：当月平均广告LTV/当月CAC。
13.CLV-国际,13.2指标口径/计算规则,新增次日留存率：新增用户在次日仍启动该App的用户数占比。
13.CLV-国际,13.2指标口径/计算规则,新增7日留存率：新增用户在第7日仍启动该App的用户数占比。
13.CLV-国际,13.2指标口径/计算规则,新增14日留存率：新增用户在第14日仍启动该App的用户数占比。
13.CLV-国际,13.2指标口径/计算规则,新增30日留存率：新增用户在第30日仍启动该App的用户数占比。
14.DAU,14.2指标口径/计算规则,DAU（日）：国内（国际）首次注册/激活的用户中，实际启动并活跃过的用户数，按照安卓、鸿蒙、苹果以及明细手机型号划分DAU。日均：国内（国际）DAU（日）按月汇总的平均值。
14.DAU,14.2指标口径/计算规则,MAU（月）：国内（国际）过去30天内至少启动一次APP的用户总量。
14.DAU,14.2指标口径/计算规则,人均打开次数：墨迹天气APP在国内（国际）平均每人启动应用的次数。
14.DAU,14.2指标口径/计算规则,活跃次日留存率：国内（国际）活跃用户在次日仍启动该App的用户数占比。
15.业务总览-国际化,15.2指标口径/计算规则,1、页面组件数据来源
15.业务总览-国际化,15.2指标口径/计算规则,2、日维度数据规则
15.业务总览-国际化,15.2指标口径/计算规则,广告LTV = LT×(广告收入÷dau加和)
15.业务总览-国际化,15.2指标口径/计算规则,会员LTV = 1.94×(会员流水÷新增人数)
15.业务总览-国际化,15.2指标口径/计算规则,总LTV = 新增人数×(广告LTV+会员LTV)
15.业务总览-国际化,15.2指标口径/计算规则,CAC = 消耗÷新增人数
15.业务总览-国际化,15.2指标口径/计算规则,广告ROI = 广告LTV÷CAC
15.业务总览-国际化,15.2指标口径/计算规则,会员ROI = 会员LTV÷CAC
15.业务总览-国际化,15.2指标口径/计算规则,总ROI = ( 会员ROI+广告ROI) ÷ CAC
15.业务总览-国际化,15.2指标口径/计算规则,广告CLV = 广告LTV - CAC
15.业务总览-国际化,15.2指标口径/计算规则,会员CLV = 会员LTV - CAC
15.业务总览-国际化,15.2指标口径/计算规则,总CLV = 新增人数× ( 广告LTV + 会员LTV - CAC )
15.业务总览-国际化,15.2指标口径/计算规则,3、月维度数据规则
15.业务总览-国际化,15.2指标口径/计算规则,广告LTV_月 = sum(广告LTV_日)÷当月天数
15.业务总览-国际化,15.2指标口径/计算规则,会员LTV_月 = sum(会员LTV_日)÷当月天数
15.业务总览-国际化,15.2指标口径/计算规则,总LTV_月 = sum(总LTV_日)
15.业务总览-国际化,15.2指标口径/计算规则,CAC_月 = sum(消耗_日)÷sum(新增人数_日)
15.业务总览-国际化,15.2指标口径/计算规则,广告ROI_月 = 广告LTV_月÷CAC_月
15.业务总览-国际化,15.2指标口径/计算规则,会员ROI_月 = 会员LTV_月÷CAC_月
15.业务总览-国际化,15.2指标口径/计算规则,总ROI_月 = (会员ROI_月+广告ROI_月 ) ÷ CAC_月
15.业务总览-国际化,15.2指标口径/计算规则,广告CLV_月= sum(广告LTV_日) ÷当月天数 - ( sum(消耗_日) ÷ sum(新增用户_日) )
15.业务总览-国际化,15.2指标口径/计算规则,会员CLV_月= sum(会员LTV_日) ÷当月天数 - ( sum(消耗_日) ÷ sum(新增用户_日) )
15.业务总览-国际化,15.2指标口径/计算规则,总CLV_月= sum(总CLV_日)
17.业务总览-TOB,17.2指标口径/计算规则,1、TOB漏斗由市场需求、CRM销售机会、TOB签单表、TOB合同表整合清理后展示。
17.业务总览-TOB,17.2指标口径/计算规则,2、TOB行业映射表
17.业务总览-TOB,17.2指标口径/计算规则,在TOB签单表服务类型的Saas、Dass，行业类型字段内容参考行业映射表归集维度展示。
